state,county,NAME,Doctorate degree ,Professional school degree,Masters degree,Bachelors degree,population_size
48,407,"San Jacinto County, Texas",101,119,518,1506,19953
48,459,"Upshur County, Texas",65,135,1127,3441,27897
48,473,"Waller County, Texas",162,212,1442,4218,28580
48,493,"Wilson County, Texas",331,121,1895,4850,33086
48,219,"Hockley County, Texas",87,62,539,1589,14392
48,329,"Midland County, Texas",607,1528,6087,20563,105138
48,299,"Llano County, Texas",78,290,834,3056,16841
48,147,"Fannin County, Texas",250,141,1149,2684,24275
48,041,"Brazos County, Texas",7154,3029,12845,26411,118579
48,165,"Gaines County, Texas",5,18,342,930,11319
48,179,"Gray County, Texas",11,147,490,1410,14794
48,237,"Jack County, Texas",53,45,185,534,6066
48,035,"Bosque County, Texas",132,130,509,1824,13106
48,029,"Bexar County, Texas",13327,22648,92049,221427,1247428
48,023,"Baylor County, Texas",11,14,111,443,2534
48,121,"Denton County, Texas",7319,9742,63981,165827,547409
48,167,"Galveston County, Texas",3595,4186,15991,45665,223167
48,393,"Roberts County, Texas",11,0,39,90,560
48,463,"Uvalde County, Texas",144,15,494,2343,16740
48,037,"Bowie County, Texas",342,819,3266,8614,63248
48,263,"Kent County, Texas",0,4,62,54,472
48,425,"Somervell County, Texas",36,94,290,1230,6247
48,199,"Hardin County, Texas",223,150,1449,4624,38280
48,289,"Leon County, Texas",4,41,394,1242,11969
48,351,"Newton County, Texas",4,17,181,754,9820
48,389,"Reeves County, Texas",34,63,279,915,10500
48,453,"Travis County, Texas",19546,26783,107734,267297,843030
48,087,"Collingsworth County, Texas",6,4,54,334,1966
48,143,"Erath County, Texas",239,362,1637,5387,24233
48,345,"Motley County, Texas",0,0,16,132,880
48,083,"Coleman County, Texas",31,75,176,688,6147
48,325,"Medina County, Texas",107,160,2159,4245,33616
48,213,"Henderson County, Texas",175,325,2873,6553,57241
48,277,"Lamar County, Texas",118,320,1519,4362,33821
48,267,"Kimble County, Texas",35,63,219,405,3214
48,477,"Washington County, Texas",266,327,1281,4410,23488
48,429,"Stephens County, Texas",60,45,223,693,6289
48,003,"Andrews County, Texas",30,115,347,814,10700
48,177,"Gonzales County, Texas",51,51,375,1271,13376
48,305,"Lynn County, Texas",18,33,100,506,3807
48,505,"Zapata County, Texas",0,48,51,834,8042
48,221,"Hood County, Texas",387,557,3028,7137,42070
48,269,"King County, Texas",4,0,3,26,158
48,073,"Cherokee County, Texas",294,183,1331,4027,33977
48,119,"Delta County, Texas",41,8,296,560,3603
48,253,"Jones County, Texas",29,37,315,1343,14710
09,015,"Windham County, Connecticut",747,909,6112,12037,81392
09,011,"New London County, Connecticut",3001,4099,21037,34499,187957
09,007,"Middlesex County, Connecticut",2426,3659,16054,28160,119333
09,013,"Tolland County, Connecticut",2049,2225,13154,22745,96087
09,001,"Fairfield County, Connecticut",10891,24970,100347,172191,643285
12,133,"Washington County, Florida",92,96,513,1537,17881
12,031,"Duval County, Florida",5861,11839,46922,127553,639634
12,007,"Bradford County, Florida",58,79,567,1255,19879
12,009,"Brevard County, Florida",5249,5469,39297,81151,434825
12,019,"Clay County, Florida",1014,1695,8807,24546,144566
12,067,"Lafayette County, Florida",52,210,126,310,5938
12,069,"Lake County, Florida",1927,3685,16482,39314,255871
12,089,"Nassau County, Florida",797,1084,5046,11126,61082
12,103,"Pinellas County, Florida",8703,16296,57398,152691,741396
12,105,"Polk County, Florida",3352,5265,24549,62685,475256
12,111,"St. Lucie County, Florida",1637,2875,12922,31698,227271
12,043,"Glades County, Florida",39,9,317,774,10212
12,051,"Hendry County, Florida",89,47,623,1371,25671
12,061,"Indian River County, Florida",1378,2716,9332,21086,118504
12,063,"Jackson County, Florida",156,264,1370,2626,35094
12,109,"St. Johns County, Florida",3283,5062,20452,48721,173403
12,117,"Seminole County, Florida",4479,6760,31724,85699,324951
12,005,"Bay County, Florida",1052,1939,7995,19477,128438
12,035,"Flagler County, Florida",676,1318,5800,13244,83852
12,045,"Gulf County, Florida",46,224,670,1360,11954
12,077,"Liberty County, Florida",105,0,203,550,5962
12,097,"Osceola County, Florida",1490,3044,11177,34895,232156
12,131,"Walton County, Florida",509,948,3263,9555,50028
12,039,"Gadsden County, Florida",327,225,1283,3380,32151
12,065,"Jefferson County, Florida",159,164,620,1504,10980
12,083,"Marion County, Florida",1534,3521,13553,34395,263547
12,049,"Hardee County, Florida",50,48,465,1223,17470
12,093,"Okeechobee County, Florida",40,109,747,2387,28952
12,095,"Orange County, Florida",9734,21514,75172,206396,904375
12,041,"Gilchrist County, Florida",46,81,364,1151,12269
12,121,"Suwannee County, Florida",224,156,1318,3119,31135
12,001,"Alachua County, Florida",8044,6571,19561,35916,161824
12,013,"Calhoun County, Florida",21,45,196,739,10524
12,015,"Charlotte County, Florida",1201,2159,9675,21996,149434
12,029,"Dixie County, Florida",82,155,232,833,12527
12,085,"Martin County, Florida",1412,2983,10731,26669,122630
12,115,"Sarasota County, Florida",6104,9544,33531,69478,335030
12,081,"Manatee County, Florida",3953,5701,23626,52203,287043
12,017,"Citrus County, Florida",746,1416,5826,13153,115528
12,003,"Baker County, Florida",100,117,639,1669,19065
12,113,"Santa Rosa County, Florida",1014,1630,9210,22038,122166
12,073,"Leon County, Florida",6741,6410,21801,44660,172223
12,011,"Broward County, Florida",15454,37370,113532,275133,1362196
12,087,"Monroe County, Florida",942,1494,5242,12789,59492
12,053,"Hernando County, Florida",949,1218,6515,17034,139440
12,057,"Hillsborough County, Florida",12824,22557,82952,208098,973813
12,123,"Taylor County, Florida",59,86,292,907,16100
12,129,"Wakulla County, Florida",171,126,1119,2862,23343
13,189,"McDuffie County, Georgia",46,102,601,1230,14116
13,211,"Morgan County, Georgia",68,374,699,1512,12820
13,149,"Heard County, Georgia",51,112,219,323,8093
13,095,"Dougherty County, Georgia",744,1369,3364,6829,57540
13,111,"Fannin County, Georgia",210,567,853,2632,19573
13,153,"Houston County, Georgia",815,1651,9085,16897,100473
13,175,"Laurens County, Georgia",170,537,1605,2840,31739
13,255,"Spalding County, Georgia",517,546,1728,5126,44529
13,271,"Telfair County, Georgia",105,114,291,533,12059
18,171,"Warren County, Indiana",42,35,234,830,5880
18,165,"Vermillion County, Indiana",12,33,368,1139,10913
18,179,"Wells County, Indiana",83,160,901,2310,18973
18,003,"Allen County, Indiana",2295,3810,17250,45658,242295
18,031,"Decatur County, Indiana",83,141,917,2543,17861
18,035,"Delaware County, Indiana",1070,897,5408,9484,71040
18,043,"Floyd County, Indiana",531,1022,4291,9888,53163
18,077,"Jefferson County, Indiana",161,114,1154,2560,22311
18,079,"Jennings County, Indiana",17,0,602,1659,18962
18,081,"Johnson County, Indiana",934,1500,8484,22567,102467
18,103,"Miami County, Indiana",66,113,1026,2044,24955
18,109,"Morgan County, Indiana",231,368,2265,5459,48244
18,051,"Gibson County, Indiana",104,169,900,2934,22808
18,111,"Newton County, Indiana",4,73,273,826,9907
18,117,"Orange County, Indiana",68,67,436,910,13561
18,141,"St. Joseph County, Indiana",3486,3287,13870,31458,176171
18,085,"Kosciusko County, Indiana",396,589,3486,7857,52826
18,099,"Marshall County, Indiana",108,368,1874,3697,30735
18,155,"Switzerland County, Indiana",11,40,168,572,7253
18,163,"Vanderburgh County, Indiana",1153,1976,8218,22164,124059
18,009,"Blackford County, Indiana",78,20,411,636,8503
18,143,"Scott County, Indiana",65,65,689,1147,16448
18,105,"Monroe County, Indiana",3567,1955,12540,20575,84496
18,039,"Elkhart County, Indiana",749,1218,6792,16854,129685
18,025,"Crawford County, Indiana",18,36,233,477,7389
18,017,"Cass County, Indiana",80,82,840,2441,25806
18,097,"Marion County, Indiana",6856,13039,47621,125906,626402
18,177,"Wayne County, Indiana",486,511,2520,4778,45550
19,023,"Butler County, Iowa",23,81,305,1366,10281
19,071,"Fremont County, Iowa",29,35,242,635,4988
19,079,"Hamilton County, Iowa",49,131,451,1935,10550
19,173,"Taylor County, Iowa",4,12,128,473,4265
19,175,"Union County, Iowa",25,128,341,1024,8439
19,195,"Worth County, Iowa",11,55,175,680,5275
19,159,"Ringgold County, Iowa",12,52,159,514,3446
19,001,"Adair County, Iowa",20,60,135,730,5115
19,037,"Chickasaw County, Iowa",20,53,292,1062,8289
19,039,"Clarke County, Iowa",0,50,249,721,6390
19,059,"Dickinson County, Iowa",97,322,726,3132,12748
19,103,"Johnson County, Iowa",5273,4818,11860,24275,87536
19,107,"Keokuk County, Iowa",30,70,307,901,7157
19,171,"Tama County, Iowa",44,60,368,1362,11620
19,179,"Wapello County, Iowa",138,338,1288,2748,23951
19,069,"Franklin County, Iowa",24,69,198,981,7079
19,027,"Carroll County, Iowa",34,135,556,2354,13762
19,031,"Cedar County, Iowa",84,100,500,2186,12951
19,067,"Floyd County, Iowa",58,39,369,1682,10861
19,073,"Greene County, Iowa",8,92,260,816,6304
19,115,"Louisa County, Iowa",16,44,260,828,7716
19,119,"Lyon County, Iowa",80,61,273,1163,7621
13,291,"Union County, Georgia",246,358,1310,2173,18147
37,017,"Bladen County, North Carolina",159,139,809,2684,23971
37,031,"Carteret County, North Carolina",709,1066,4404,9003,52213
37,015,"Bertie County, North Carolina",22,27,739,1176,14396
37,117,"Martin County, North Carolina",128,179,637,1761,16495
37,143,"Perquimans County, North Carolina",83,47,591,1313,10092
37,157,"Rockingham County, North Carolina",252,374,2488,6750,65471
37,029,"Camden County, North Carolina",45,66,292,871,7443
37,071,"Gaston County, North Carolina",861,1405,7547,22360,151556
37,125,"Moore County, North Carolina",1022,1765,7170,16293,70123
37,167,"Stanly County, North Carolina",152,323,1624,5373,43135
37,199,"Yancey County, North Carolina",82,239,743,1614,13205
37,037,"Chatham County, North Carolina",2063,1929,6437,11688,52207
37,101,"Johnston County, North Carolina",983,1043,6330,21544,130829
37,145,"Person County, North Carolina",119,234,809,3210,28080
37,009,"Ashe County, North Carolina",133,95,1207,2567,20356
37,107,"Lenoir County, North Carolina",279,228,1415,3990,39614
37,133,"Onslow County, North Carolina",725,975,5543,16761,104678
37,161,"Rutherford County, North Carolina",236,406,2067,5826,47869
37,197,"Yadkin County, North Carolina",88,86,564,2379,26756
37,023,"Burke County, North Carolina",195,804,2815,6907,65220
38,097,"Traill County, North Dakota",34,23,367,1151,5442
38,021,"Dickey County, North Dakota",46,58,131,721,3325
38,101,"Ward County, North Dakota",302,591,2555,9308,43546
38,067,"Pembina County, North Dakota",13,38,162,834,5076
38,041,"Hettinger County, North Dakota",8,11,41,188,1910
38,017,"Cass County, North Dakota",1806,2305,9093,31748,111847
38,029,"Emmons County, North Dakota",13,18,50,363,2443
38,077,"Richland County, North Dakota",33,58,466,1690,10551
38,001,"Adams County, North Dakota",36,40,95,249,1642
38,027,"Eddy County, North Dakota",6,28,93,308,1658
38,057,"Mercer County, North Dakota",44,87,258,911,5986
38,073,"Ransom County, North Dakota",24,40,72,594,3819
38,085,"Sioux County, North Dakota",13,6,57,277,2352
38,033,"Golden Valley County, North Dakota",5,8,41,292,1288
38,095,"Towner County, North Dakota",7,3,39,226,1619
38,023,"Divide County, North Dakota",3,0,33,284,1727
38,081,"Sargent County, North Dakota",15,3,61,441,2814
39,105,"Meigs County, Ohio",52,71,776,1267,16516
39,021,"Champaign County, Ohio",33,137,1311,2838,26852
39,057,"Greene County, Ohio",2611,2586,15802,22982,112183
39,087,"Lawrence County, Ohio",212,296,1685,4104,42404
39,115,"Morgan County, Ohio",9,31,354,672,10463
39,175,"Wyandot County, Ohio",62,128,673,1748,15220
39,043,"Erie County, Ohio",443,808,3352,7815,53639
39,091,"Logan County, Ohio",94,145,1439,3471,31185
39,153,"Summit County, Ohio",5019,7197,33048,78159,380259
16,059,"Lemhi County, Idaho",29,80,358,890,5925
16,075,"Payette County, Idaho",61,230,474,1626,15266
16,009,"Benewah County, Idaho",47,27,219,694,6483
16,017,"Bonner County, Idaho",413,590,1691,4993,32261
16,033,"Clark County, Idaho",13,0,16,38,550
16,037,"Custer County, Idaho",14,30,134,601,3195
16,039,"Elmore County, Idaho",67,161,591,2321,16764
16,043,"Fremont County, Idaho",115,60,318,1332,8412
16,065,"Madison County, Idaho",395,393,1057,4103,16345
16,079,"Shoshone County, Idaho",28,83,300,651,9201
16,049,"Idaho County, Idaho",120,107,301,1865,12100
16,081,"Teton County, Idaho",69,163,644,2279,7702
16,077,"Power County, Idaho",1,89,159,502,4963
16,087,"Washington County, Idaho",41,47,354,722,7121
17,067,"Hancock County, Illinois",132,99,663,1828,12954
17,119,"Madison County, Illinois",2076,2605,14035,30897,184938
17,063,"Grundy County, Illinois",171,220,2377,4988,33798
17,091,"Kankakee County, Illinois",377,785,4578,9399,72882
17,131,"Mercer County, Illinois",24,97,537,1276,11135
17,043,"DuPage County, Illinois",12232,20510,91817,189386,635683
17,003,"Alexander County, Illinois",0,39,94,447,4497
17,129,"Menard County, Illinois",88,141,467,1397,8735
17,099,"LaSalle County, Illinois",358,748,3643,9035,77275
17,031,"Cook County, Illinois",55158,110261,401423,825673,3587576
17,115,"Macon County, Illinois",542,906,4144,10466,72701
17,177,"Stephenson County, Illinois",202,388,1438,4233,32015
17,191,"Wayne County, Illinois",16,60,387,1309,11525
17,203,"Woodford County, Illinois",258,293,2033,6067,26058
17,055,"Franklin County, Illinois",144,212,1223,3024,27508
17,109,"McDonough County, Illinois",740,171,2075,2887,18224
17,111,"McHenry County, Illinois",1917,2769,18796,48226,208188
20,071,"Greeley County, Kansas",0,10,37,173,810
20,051,"Ellis County, Kansas",279,316,1644,4096,17454
20,107,"Linn County, Kansas",19,54,276,756,6840
20,175,"Seward County, Kansas",34,94,333,960,12923
20,091,"Johnson County, Kansas",7141,15235,62831,138255,399177
20,121,"Miami County, Kansas",197,381,1836,4352,22700
20,207,"Woodson County, Kansas",6,6,103,282,2308
20,135,"Ness County, Kansas",0,14,80,314,2102
20,011,"Bourbon County, Kansas",21,162,475,1408,9530
20,097,"Kiowa County, Kansas",12,14,107,321,1617
20,177,"Shawnee County, Kansas",1188,2395,9724,23983,120578
20,019,"Chautauqua County, Kansas",9,20,60,290,2388
20,155,"Reno County, Kansas",191,588,2186,6038,43069
20,043,"Doniphan County, Kansas",29,43,232,753,5003
20,081,"Haskell County, Kansas",5,7,95,318,2482
20,171,"Scott County, Kansas",13,38,141,617,3221
20,013,"Brown County, Kansas",41,46,306,995,6548
20,147,"Phillips County, Kansas",14,5,217,575,3728
20,039,"Decatur County, Kansas",7,17,53,407,2147
21,079,"Garrard County, Kentucky",91,162,712,1215,12390
21,037,"Campbell County, Kentucky",820,1259,6086,14971,63705
21,063,"Elliott County, Kentucky",16,16,115,392,5531
21,123,"Larue County, Kentucky",7,96,625,501,9945
21,167,"Mercer County, Kentucky",62,125,992,1616,15096
21,207,"Russell County, Kentucky",55,171,525,1092,12565
21,229,"Washington County, Kentucky",21,80,673,765,8195
21,009,"Barren County, Kentucky",123,366,1322,3067,29872
21,091,"Hancock County, Kentucky",11,28,199,429,5828
21,093,"Hardin County, Kentucky",400,814,5692,8877,71716
21,149,"McLean County, Kentucky",12,43,264,551,6456
21,197,"Powell County, Kentucky",8,117,353,855,8379
21,033,"Caldwell County, Kentucky",61,54,566,688,8957
21,019,"Boyd County, Kentucky",383,562,2046,3622,34109
21,067,"Fayette County, Kentucky",6614,8457,25078,50718,208172
21,115,"Johnson County, Kentucky",122,177,858,1432,15883
21,175,"Morgan County, Kentucky",70,56,468,640,9845
21,199,"Pulaski County, Kentucky",230,753,2197,4260,45156
21,001,"Adair County, Kentucky",46,234,766,1023,13199
21,025,"Breathitt County, Kentucky",11,186,572,630,9207
21,099,"Hart County, Kentucky",0,94,501,845,12601
21,223,"Trimble County, Kentucky",34,30,284,501,6011
21,105,"Hickman County, Kentucky",6,38,115,360,3285
21,143,"Lyon County, Kentucky",30,150,372,557,6563
21,135,"Lewis County, Kentucky",73,68,231,483,9442
21,239,"Woodford County, Kentucky",333,488,1682,3680,18302
21,131,"Leslie County, Kentucky",13,74,154,397,7345
21,127,"Lawrence County, Kentucky",62,88,410,496,10818
21,145,"McCracken County, Kentucky",335,877,3041,6884,45941
46,015,"Brule County, South Dakota",34,65,211,658,3574
46,053,"Gregory County, South Dakota",32,51,89,423,2952
46,099,"Minnehaha County, South Dakota",1155,2030,9058,28741,123958
46,025,"Clark County, South Dakota",15,16,73,367,2472
46,077,"Kingsbury County, South Dakota",5,47,196,508,3509
46,027,"Clay County, South Dakota",601,260,862,1750,6953
46,041,"Dewey County, South Dakota",7,13,124,370,3103
46,065,"Hughes County, South Dakota",209,273,781,2971,12217
46,111,"Sanborn County, South Dakota",0,18,85,255,1657
46,059,"Hand County, South Dakota",8,32,74,390,2281
46,135,"Yankton County, South Dakota",188,214,1135,2536,15870
46,005,"Beadle County, South Dakota",78,168,537,1702,12112
46,035,"Davison County, South Dakota",33,167,754,2632,13537
46,073,"Jerauld County, South Dakota",0,7,90,242,1504
46,117,"Stanley County, South Dakota",20,78,238,358,2162
46,107,"Potter County, South Dakota",6,40,72,251,1658
46,023,"Charles Mix County, South Dakota",15,44,183,826,5744
46,091,"Marshall County, South Dakota",33,14,124,619,3279
46,105,"Perkins County, South Dakota",2,28,95,293,2057
21,235,"Whitley County, Kentucky",189,374,1748,2403,23076
21,071,"Floyd County, Kentucky",22,234,1002,1651,25653
21,117,"Kenton County, Kentucky",1053,2415,10172,22031,112529
21,153,"Magoffin County, Kentucky",43,80,294,413,8736
21,205,"Rowan County, Kentucky",294,413,1195,1670,14255
21,217,"Taylor County, Kentucky",166,340,1043,1719,16685
21,039,"Carlisle County, Kentucky",11,15,191,283,3355
21,065,"Estill County, Kentucky",24,94,232,647,10112
22,079,"Rapides Parish, Louisiana",960,1340,4567,11295,86912
22,105,"Tangipahoa Parish, Louisiana",524,889,3811,11919,85899
22,123,"West Carroll Parish, Louisiana",22,28,222,629,7690
22,021,"Caldwell Parish, Louisiana",10,43,163,717,6748
